상품ID,상품명,기존ID,기존카테고리,추천ID,추천카테고리,상태
13298650417,절구 절구통 다지기 으깨기 절구공이 세트 LL,,생활/건강>주방용품>칼/커팅기구>절구,50004758,절구,Fixed (Phase2)
13298649459,벽걸이 샴푸 디스펜서 3구 물비누 세제통 호텔용 세트 욕실 용품 샴푸디 욕실디 세제디,,생활/건강>욕실용품>욕실용기/홀더>디스펜서,50008649.0,생활/건강 > 욕실용품 > 욕실용기/홀더 > 디스펜서,Mismatch
13298649106,세미락 욕실 도자기 디스펜서 5종 세트 형 욕실디 세면대 소품 인테리어 비누 홀더,,생활/건강>욕실용품>욕실용기/홀더>디스펜서,50019799,테이프디스펜서,Fixed (Phase2)
13298648811,정밀 드라이버 세트 나사 스크류 공구 24 종 버세트 라쳇 다용도 가정용 정리함 수공구,,생활/건강>공구>수작업공구>드라이버,50002668,드라이버,Fixed (Phase2)
13298648352,정밀 드라이버 115종 공구 세트 조립 분해 멀티 툴 버세트 가정용 전자 기기 수리,,생활/건강>공구>수작업공구>드라이버,50003391.0,생활/건강 > 공구 > 수작업공구 > 드라이버,Mismatch
13298648188,글리터 네일 파우더 트레이 받침대 거치대 아트 스티커 젤매니큐어 네일팁 세트 손톱 관리,,화장품/미용>네일케어>네일아트,50000403,네일아트,Fixed (Phase2)
13298646975,메이크업스파츌라 메이크업 믹싱 스파츌라 팔레트 세트,,화장품/미용>뷰티소품>페이스소품>기타페이스소품,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13298646280,물뿌리개 원예 화분 물 조리개 물주기 3L DD-11930 물조리개,,생활/건강>정원/원예용품>물조리개,50003372,압축분무기,Fixed (Phase2)
13298645964,파리끈끈이 강력 화분 과수원 파리 초파리 해충 벌레 퇴치 끈끈이 사각끈끈이 20x30cm 10매 M11148 방제,,생활/건강>생활용품>해충퇴치용품>끈끈이,50002695,끈끈이,Fixed (Phase2)
13298645785,네일붓 젤 네일 아트 붓 브러쉬 재료 15종 세트 DD-11803 젤네일붓,,화장품/미용>네일케어>네일아트,50000403,네일아트,Fixed (Phase2)
13298642914,자동급수기 화분 식물 꽃 화분물주기 2P DD-11429,,생활/건강>정원/원예용품>물조리개,50003372,압축분무기,Fixed (Phase2)
13298642387,분갈이매트 원예용 화분 분갈이 방수 매트 DD-10683 방수매트,,생활/건강>정원/원예용품>원예부자재,50001796,원예부자재,Fixed (Phase2)
13298642054,탁구연습기 나홀로 셀프 탁구 놀이 연습 세트 DD-10899 탁구라켓,,스포츠/레저>탁구>기타탁구용품,50001448,탁구라켓,Fixed (Phase2)
13298641903,정원용품 화분 자동 급수 장치 10개입 DD-10920 원예용품,,생활/건강>정원/원예용품>물조리개,50001794,물조리개,Fixed (Phase2)
13298639658,드라이버세트 드라이버 세트 공구 노트북 스마트폰 분해조립 별드라이버,,생활/건강>공구>수작업공구>드라이버,50002668,드라이버,Fixed (Phase2)
13298638178,0 개구리 개운죽 화분 만들기,,생활/건강>원예/식물>수경식물,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13298630862,플라스틱 화분 정리대 선반 받침대 거치대 진열대 3단,,생활/건강>정원/원예용품>화분대,50001802,화분대,Fixed (Phase2)
13298630696,플라스틱 식물 네임태그 화분 라벨 10개 세트,,생활/건강>정원/원예용품>원예부자재,50001796,원예부자재,Fixed (Phase2)
13290694620,8in1 드라이버 세트 공구 가정용 십자 다용도 정밀 전동 파이 프렌치 스패너 별렌치,,생활/건강>공구>수작업공구>드라이버,50002668,드라이버,Fixed (Phase2)
13290693723,캘리그라피 컬러 붓펜 24색 2개 수채화 브러쉬 마커 다꾸 드로잉 펜,,생활/건강>문구/사무용품>필기도구>네임펜,50003566,네임펜,Fixed (Phase2)
13290693359,바리스타 미니어처 포터필터 키링 블랙 2p 세트 에어팟 차키 고리,,패션잡화>패션소품>키홀더,50000570,키홀더,Fixed (Phase2)
13290692443,포트 화분 38x25cm 실외화분 대형포트화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290692280,화분 분재형 22x11cm 화산석돌화분 분재화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290692132,사각 포트 화분 27x22 미니사각화분 사각플라스틱화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290691945,화분 스탠다드 20x19 개업축하화분 선반화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290691756,대나무 화분 받침 직사각 우드받침대 사각쟁반,,생활/건강>정원/원예용품>화분받침,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13290691603,수제 다육이 화분 퀼트 다육화분 수제화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290691407,토분 화분 받침 25cm 토기화분받침대 화분대,,생활/건강>정원/원예용품>화분받침,50001803,화분받침,Fixed (Phase2)
13290691255,12각 화분 216x163mm 특이한화분 허브키우기,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290691099,분재 화분 25x16cm 가벼운화분 실외화분,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13290690930,유광 플라스틱 나팔 화분 길쭉한화분 카페화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290690779,화분 볼링핀 18x21cm 꽃화분 선반화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290690545,체인 화분 걸이 50cm 블랙 행잉화분고리 행잉걸이,,생활/건강>정원/원예용품>화분받침,50001803,화분받침,Fixed (Phase2)
13290690146,화분 난 타공 12.5cm 소형식물화분 슬림화분,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13290689985,법랑 원통 화분 15X16 인테리어화분 화이트화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290689831,화분 양손잡이 16x15 책상화분 까페화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290689594,토분 화분 받침 145mm 인테리어화분받침대 화분다이,,생활/건강>정원/원예용품>화분받침,50001803,화분받침,Fixed (Phase2)
13290689432,경량 화분 17x19cm 화분인테리어 인테리어화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290689258,화분 받침대 200mm 원목화분대 화분받침대,,생활/건강>정원/원예용품>화분받침,50001803,화분받침,Fixed (Phase2)
13290689056,화산석 화분 15x40cm 원형화분 다육화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290688740,토분 화분 받침 15cm 화분물받침대 분재받침대대,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290688563,토분 화분 받침 12.5cm 인테리어화분받침대 화분받이,,생활/건강>정원/원예용품>화분받침,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13290688235,화분 테라리움 소품 4개 조경용품 촬영소품,,생활/건강>공구>원예공구>기타원예공구,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13290687901,화분 받침 12개 원형화분받침대 토분물받이,,생활/건강>정원/원예용품>화분받침,50001803,화분받침,Fixed (Phase2)
13290687721,토분 화분 받침 31cm 원형화분받침대 원형화분받침,,생활/건강>정원/원예용품>화분받침,50001803,화분받침,Fixed (Phase2)
13290687550,작업용 다용도 45종세트 드라이버 세트 공구 체결,,생활/건강>공구>전동공구>비트세트,50003406,비트세트,Fixed (Phase2)
13290687394,화분 꽂이 링 800lm 식물성장LED 다육이등,,가구/인테리어>인테리어소품>조명>샹들리에,50003333,샹들리에,Fixed (Phase2)
13290687244,사각 포트 화분 15x13 심플한화분 플라스틱화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290687063,화분 분재형 33x15cm 넓은화분 분재용화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290686856,토분 화분 60x80cm 실내화분 거실화분인테리어,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13290686699,수제 다육이 화분 이쁜화분 카페화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290686350,분재 동물 화분 16x10 테라코타토분 정원화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290686038,분재 화분 그래니트 화이트 선인장화분 다육이화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290685683,실외용 화분 30x47cm 원통화분 정원화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290685521,삽목 화분 21cm 투명 원형화분 삽목트레이,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290685340,화분 정원형 20x19cm 호텔화분 개업축하화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290685192,화분 화병 수반 16x13 인테리어꽃병 투명유리화병,,가구/인테리어>인테리어소품>전통공예소품,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13290684997,토분 화분 18x20cm 화분오브제 사무실화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290684764,슬릿 삽목 화분 24cm 뿌리화분 빈화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290684595,수지 오각 30x31 화분 독특한화분 특이한화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290684440,3개 토분 화분 사각 튼튼한화분 칼라데아화분,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13290684261,다육이 화분 볼 8x10 원예용품 도자기화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290684099,화분 스텐드 18cm 화분받침 원목화분대,,생활/건강>정원/원예용품>화분받침,50001803,화분받침,Fixed (Phase2)
13290683771,십자 전동 논슬립 헤드 세트 전동 드라이버 드릴비트,,생활/건강>공구>전동공구>비트세트,50003406,비트세트,Fixed (Phase2)
13290683087,알덴 별 비트 렌치 드릴비트 드라이버 비트 세트 5p,,생활/건강>공구>전동공구>비트세트,50003391.0,생활/건강 > 공구 > 수작업공구 > 드라이버,Mismatch
13290682913,토네 라쳇 드라이버 십자 일자 육각 드라이버 세트,,생활/건강>공구>수작업공구>드라이버,50003391.0,생활/건강 > 공구 > 수작업공구 > 드라이버,Mismatch
13290682724,사각 포트 화분 18x15 카페화분 식물화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290681358,분재 다육이 화분 D23 꽃화분 미니화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290681195,십자 전동 논슬립 헤드 세트 자석고정 드라이버 비트,,생활/건강>공구>전동공구>비트세트,50003406,비트세트,Fixed (Phase2)
13290680861,수지 마블 화분 청바지 2호 베고니아화분 담쟁이화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13290679272,대코 실리콘 초콜릿 몰드16구(하트)-베이커리 모양 틀 베이킹,,생활/건강>주방용품>제과/제빵용품>쿠키커터/모양틀,50002000,초콜릿,Fixed (Phase2)
13290676942,대나무 원목 스툴 선반 거실 협탁 조립식 화분 받침대 수납대,,가구/인테리어>수납가구>선반,50001321,선반,Fixed (Phase2)
13285687001,사슴뿔 모양 병따개 12P 세트 휴대용 오프너 키링 캔따개 열쇠고리,,생활/건강>주방용품>조리기구>기타조리기구,50004784,기타조리기구,Fixed (Phase2)
13285681485,원예용 식물 이름표 물결 화분 네임택 10개세트,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13285680379,플라스틱 식물 이름표 가드닝 팻말 텃밭 화분 표시 스틱 10P,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13285679927,파스텔 컬러 집모양 식물 표시사인 화분 작물 일름표 12P 세트,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13285674250,스테인리스 화분 정리대 2단 선반 코너 수납장 베란다 다육이 진열대 실내외 정리,,생활/건강>정원/원예용품>화분받침,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13285674043,점착 메모지 알뜰팩 사무용 공부 필기 기록용 스티커 노트 메모패드 문구 정리,,생활/건강>문구/사무용품>노트/수첩>메모지,1001120000.0,문구/사무용품 > 스티커/라벨 > 스티커,Mismatch
13285668565,변기솔 거치대 세트 욕실 청소솔 화장실 바닥 청소 원형 브러쉬 클리너,,생활/건강>청소용품>기타청소용품,50008668,변기솔,Fixed (Phase2)
13285668294,투명 폼건 분무기 압축 분사기 2종 세트 세차 화분 물분사 거품분사 수동 스프레이,,스포츠/레저>스키/보드>스키/보드용품>보호대,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13285667581,모종 플라스틱 화분 소형 미니 일회용 다육이 파종 포트 원예 가드닝 육묘화분,,생활/건강>원예/식물>미니화분,50001790,미니화분,Fixed (Phase2)
13285667189,24색 색연필 세트 지함 케이스 포함 미술용 드로잉 컬러링 수채화 채색 문구,,생활/건강>화방용품>애니메이션용품>펜촉/펜대,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13285665693,인조 식물 다육이 화분 3개 세트 미니 선인장 스타일 인테리어 책상 장식 소품,,생활/건강>원예/식물>미니화분,50001790,미니화분,Fixed (Phase2)
13285663925,공룡 스틱 비눗방울 12개 세트 버블건 비누 비눗방울건 대형 오리 놀이 카메라 목걸이,,출산/육아>완구/인형>감각발달완구>비눗방울,50004224,비눗방울,Fixed (Phase2)
13285663068,미니 오리 비눗방울 24개 세트 버블건 비누 비눗방울건 대형 스틱 놀이 카메라 목걸이,,출산/육아>완구/인형>감각발달완구>비눗방울,50004224,비눗방울,Fixed (Phase2)
13285661078,재미있는폼폼 블럭 디폼 블럭도안 세트 패키지 비즈 톡톡 10mm,,출산/육아>완구/인형>블록>기타블록,50005309,기타블록,Fixed (Phase2)
13280466288,여성 코튼 블루 순면 삼각 팬티 리본 속옷 5개 세트,,패션의류>여성언더웨어/잠옷>팬티,50000824,팬티,Fixed (Phase2)
13280466060,여자 잠옷 세트 투피스 리본 프릴 반팔 반바지 코디,,패션의류>여성언더웨어/잠옷>시즌성내의>내복,50003632,내복,Fixed (Phase2)
13280464962,화분 분갈이 바닥 망사(1호) 배수판 물구멍 깔망,,생활/건강>정원/원예용품>원예부자재,50001796,원예부자재,Fixed (Phase2)
13274934044,12컬러 부드러운 그림 그리기 색연필 미술용품,,생활/건강>화방용품>스케치/드로잉용품>수채색연필,50003895,수채색연필,Fixed (Phase2)
13274933824,페트병 화분 자동급수기,,생활/건강>정원/원예용품>물조리개,50003372,압축분무기,Fixed (Phase2)
13274933603,메이크업 브러쉬 14종 원통케이스 세트,,화장품/미용>색조메이크업>색조메이크업세트,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13274933393,반지 팔찌 키링 시드 미니 비즈 diy 만들기 세트,,생활/건강>수집품>이색수집품,50000378,이색수집품,Fixed (Phase2)
13274933166,36000 공단판 데코리본 세트 - 중 (36개입),,생활/건강>공구>포장용품>포장지,12161905.0,문구/사무용품 > 포장용품 > 리본/장식끈,Mismatch
13274932745,스타 배드민턴 라켓 세트 FOCUS X200,,스포츠/레저>배드민턴>배드민턴라켓,50001349,배드민턴라켓,Fixed (Phase2)
13274932062,핑크풋 피규어 컴퍼스 콤파스 세트,,생활/건강>문구/사무용품>제도용품>기타제도용품,50003765,기타제도용품,Fixed (Phase2)
13274931403,E09] (6개세트) 화분 파스텔,,생활/건강>생활용품>생활선물세트,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13274929132,드라이버 복스알 27종 세트 십자 일자 드라이버 소켓,,생활/건강>공구>수작업공구>복스,50003395,복스,Fixed (Phase2)
13274928749,사각 플라스틱 화분 6.5 x 6.5cm,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13274928298,발광셔틀콕 깃털 셔틀콕 거위깃털 야광 4p 세트 배드민턴공,,스포츠/레저>배드민턴>셔틀콕,50001352,셔틀콕,Fixed (Phase2)
13274928110,인테리어소품 식물 수경 행잉 화분 화병,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13274927678,미니텃밭 화분 텃밭 토분화분 만들기 블랙 대형,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13274927479,가벼운 꽃화분 텃밭 화분 블랙 중형 저렴한 만들기,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13274927062,가벼운 화분 원예용 대형 그레이 베란다 저렴한 부직포,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13274925395,저렴한 베이지 가벼운 텃밭 중형 화분 원예용 만들기,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13274924334,시크릿 쥬쥬 스쿨백 세트 2nd Edition 1개 가방 키링 다이어리 와펜 필통 꾸미기 스티커 포함 장난감,,출산/육아>완구/인형>역할놀이/소꿉놀이>기타역할놀이/소꿉놀이,50004647,기타역할놀이/소꿉놀이,Fixed (Phase2)
13274922929,20색 색연필 색깔 교체 시험 점수 채점 랜덤 발송 1P,,출산/육아>완구/인형>미술놀이>색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13274922302,플유 반짝이는 3D 크리스탈 입체 스티커 4종 각 1개씩 4개 세트 물방울 투명 스티커 다꾸 다이어리 폰 꾸미,,생활/건강>수집품>아이돌굿즈>스티커,1001120000.0,문구/사무용품 > 스티커/라벨 > 스티커,Mismatch
13274920542,드라이버 비트 세트 29 in 1 십자 일자 별 육각 비트 BF618,,생활/건강>공구>전동공구>기타전동공구,50003391.0,생활/건강 > 공구 > 수작업공구 > 드라이버,Mismatch
13274917406,허브 화분 패키지 재배 키우기 바질,,생활/건강>원예/식물>허브식물,50001788,허브식물,Fixed (Phase2)
13274916539,4 in 1 토양 수분 측정기 식물 화분 습도계,,생활/건강>공구>측정공구>기타측정기,50003439,기타측정기,Fixed (Phase2)
13274916328,디지털 토양 수분 측정기 식물 화분 습도계,,생활/건강>공구>측정공구>기타측정기,50003429,온도계/습도계,Fixed (Phase2)
13270179322,세계 우표 노트북 캐리어 방수 스티커 50장 세트,,가구/인테리어>DIY자재/용품>데코스티커,50001066,데코스티커,Fixed (Phase2)
13270179143,음식 노트북 캐리어 방수 스티커 50장 세트,,가구/인테리어>DIY자재/용품>데코스티커,50001066,데코스티커,Fixed (Phase2)
13270178957,핑크 노트북 캐리어 방수 스티커 50장 세트,,가구/인테리어>DIY자재/용품>데코스티커,50001066,데코스티커,Fixed (Phase2)
